Socket,Palm in horizontal right X hand taps palm out left S.,SEE,3203
Soda,Fingers of palm down right hand flutter up from palm right left S hand.,SEE,3204
Sofa,First right two fingers sit on middle finger of palm in left F hand.,SEE,3205
Soft,Palm up open hands drop slightly, closing to flat O's; repeat.,SEE,3206
Soil,Flat O thumb rubs on balls of fingers.,SEE,3207
Sold,Palms down flat O's flip up at wrist; right  flat hand flips towards shoulder. (Sell + p.t.),SEE,3208
Soldier,Palm in A's tap at shoulder and side; repeat (holding gun),SEE,3209
Sole,Index finger slides backwards under horizontal left palm.,SEE,3210
Some,Side of right hand draws small arc across left palm.,SEE,3211
Somersault,Right S twists twice off left palm (doing somersault),SEE,3212
Son,Right A hand at temple drops in an arc to open palm up on palm up left arm.,SEE,3213
Sophmore,Index taps middle finger of left 5,SEE,3214
Sore,Right S hand twists on chin; repeat,SEE,3215
Sorry,Palm in A hand circles on chest.,SEE,3216
Sort,Right index tip of L hand brushes inward on palm up left heel, repeat on middle of palm, then fingertips.,SEE,3217
Soul,Right 9 hand rises, shaking from horizontal flat O near heart.,SEE,3218
Sound,Right palm out 5 moves to ear, closing to flat O hand.,SEE,3219
Soup,Right H hand ladles twice form left palm to mouth.,SEE,3220
Sour,Index finger on chin, twists to palm in.,SEE,3221
South,Palm out S moves down.,SEE,3222
Space,S arcs up in front of face.,SEE,3223
Spaghetti,Tips of palm in I's touching, separate with a shaking movement.,SEE,3224
Spank,Right flat hand spanks heel of left vertical flat hand.,SEE,3225
Spark,Right index flicks up alongside left vertical index; repeat.,SEE,3226
Sparkle,Palm out Fluttering fingers.,SEE,3227
Sparrow,S hand near mouth, changes to G hand on chin, thumb and index repeatedly touch.,SEE,3228
Spatula,Palm up U slides foward and flips over to palm down.,SEE,3229
Speak,Bent V's circle in front of mounth,SEE,3230
Spear,Mime throwing a spear.,SEE,3231
Special,Thumb and index of 9 pulls middle finger of palm in 5 upward.,SEE,3232
Speech,Bent V circles in front of mouth.,SEE,3233
Speed,S hands, jerk both toward body, closing index to X hand. ,SEE,3234
Spell,Palm down hand moves right, while fingers flutter.,SEE,3235
Spend,Back of right flat O on left palm slides off, closing to A hand.,SEE,3236
Spice,Right index and middle finger of V hand alternately tap left palm out S.,SEE,3237
Spider,Little fingers inderlock and fingers wiggle forward.,SEE,3238
Spill,C hand tips forward off left palm.,SEE,3239
Spin,Right index pointing down, left index point up, rotate fingers.,SEE,3240
Spinach,Both S hands palms facing with heels together, hands open.,SEE,3241
Spine,Index of right hand on back of neck moves downward.,SEE,3242
Spirit,9 hand's right over left, palms facing, separate in wavy motion.,SEE,3243
Spit,Right S at mouth, index snaps out pointing forward.,SEE,3244
Splash,Paml down S's drop; 5's splash up.,SEE,3245
Splice,N's move together with right fingertips resting on left fingernails.,SEE,3246
Splinter,Index is splinter that goes into left palm.,SEE,3247
Spoil,Left S palm down, right X points forward and strikes forward across S.,SEE,3248
Spoke,Palm left 4 hand at chin moves forward and back; repeat, then flat hand flips toward right shoulder. (speak + p.t),SEE,3249
Sponge,Hold sponge between claw hands, fingertips touching and move fingers downward in squeezing motion.,SEE,3250
Spook,Palms facing S's rigiht over left, right rises above in wavy motion.,SEE,3251
Spool,Fingertip of right L circles around side of left S hand.,SEE,3252
Spoon,Right H hand circles up from left palm.,SEE,3253
Sport,S hands sing side to side.,SEE,3254
Spot,Side of F placed wherever spot is, three times.,SEE,3255
Sprain,Bent V's palms facing, near each other twist sharply in opposite directions.,SEE,3256
Spray,Thumb pushes aerosol spray knob, moving the can left and right.,SEE,3257
Spread,Flat O hands, palm down, spread to palm down 5's.,SEE,3258
Spring,Flat O jumps upward through horizontal C to 5; repeat.,SEE,3259
Sprinkle,Palm down 5 circles horizontally, fluttering fingers.,SEE,3260
Spurt,Palm out S hands together; right index flicks forward.,SEE,3261
Spy,Side of palm left B hand at corner of eye, moves slightly to right, then back.,SEE,3262
Squad,Palm out S's touch, circle outward and touch again as palm in D's.,SEE,3263
Squash,Right palm twists on left palm (in squashing motion).,SEE,3264
Squeal,S at throat shakes forward.,SEE,3265
Squeeze,Horizontal S's, right above left, open and close several tines. (As if squeezing),SEE,3266
Squid,S sits on 5; 5 hand does push ups.,SEE,3267
Squirm,Palm in S hands holding arms to sides, body squirm.,SEE,3268
Squirrel,At chin, tap bent V fingertips together, keeping heels together.,SEE,3269
Stack,Palm up S arcs over to the left ending palm down on back of left hand.,SEE,3270
Stadium,Palm down claw hands, fingers facing, separate and arc upwards.,SEE,3271
Stage,Heel of S slides across left arm,,SEE,3272
Stain,Flat O fingertips on left vertical palm, changes to open fingers that penetrate fingers of left hand.,SEE,3273
Stair,Right palm traces stair steps.,SEE,3274
Stale,Right X finger draws across left S.,SEE,3275
Stall,Palm in S's touch, separate, face each other, move towards body.,SEE,3276
Stand,V fingertips stand on left palm.,SEE,3277
Standard,Palm down Y's move in circle horizontally together.,SEE,3278
Staple,Heel of A hand presses stapler on heel of the left hand.,SEE,3279
Star,Side of right index finger strikes upward against left index finger; left strikes upward against right.,SEE,3280
Stare,Both V hands, palm down near eyes, right behind left; move forward slightly,SEE,3281
Startle,S's at sides of eyes spring open to 5's.,SEE,3282
Starve,Palm in C hands, one above the other, move down middle of chest once.,SEE,3283
State,Side of right S on fingertips of left vertical flat hand arcs down to heel.,SEE,3284
Station,Palm out S's touch, then outline roof and sides,SEE,3285
Stationary,Thumbs of palm down Y's touch, separate and drop slightly.,SEE,3286
Statue,Palm out S's outline statue.,SEE,3287
Stead,Side of S hits heel of left vertical hand.,SEE,3288
Steak,Right hand pinches thumb knuckle of left palm up S; shake both hands.,SEE,3289
Steal,Right palm down V hand pulls to bent V from left elbow.,SEE,3290
Steam,W spirals upwards from chin.,SEE,3291
Steel,Right Palm in S arcs right, hitting side of left index, ending palm out.,SEE,3292
Stegosaurus,Palm down right S on back of left wrist, hop up forearm.,SEE,3293
Stem,Tips of finger and thumb of right G slides up left vertical index.,SEE,3294
Step,Flat hands, palms down, one hand steps forward.,SEE,3295
Stereo,5 hands swing from outward to facing toward ears.,SEE,3296
Stethoscope,Indexes and thumbs girp et ears; drop hands to meet on chest; then right hand touches chest at left and right.,SEE,3297
Stew,Right S pointing down above left horizontal C opens to 5; repeat.,SEE,3298
Stick,Fingers of G 's close on each other.,SEE,3299
Still,Inverted Y hand swings down and then up, forward.,SEE,3300
Stimulus,Index of right S repeatedly flicks toward left S.,SEE,3301
Sting,Index finger hits back of S sharply.,SEE,3302
Stingy,Right claw on left palm scrapes to a closed S hand.,SEE,3303
Stink,Pinch nose with thumb and index.,SEE,3304
Stir,A hand stirs, thumb pointing down.,SEE,3305
Stitch,Tip of 9 hand stitches up back of palm down left hand.,SEE,3306
Stock,Palm out S behind palm right left C, S circles slightly, then pushes slightly towards C hand.,SEE,3307
Stocking,Pointing downward, index fingers slide back and forth against each other.,SEE,3308
Stole,Right palm down V pulls to bent V from left elbow; then flips toward shoulder. (steal + -p.t),SEE,3309
Stomach,Fingertips of bent hand pat stomach.,SEE,3310
Stood,Right V fingertips stand on left palm; then flips toward shoulder (stand + p.t),SEE,3311
Storm,Claw hands circle alternately, slightly upwards, over head.,SEE,3312
Story,Flat O hands approach, and seperate; repeat.,ASL,3313
Stove,Thumb and bent V turn on 2 burners of the stove, along left arm.,SEE,3314
Straddle,Inverted V straddles side of flat left hand and rocks side to side.,SEE,3315
Straight,Side of right B slides forward on side of left B hand.,SEE,3316
Strange,Right palm left C arcs in front of nose to palm down C hand.,SEE,3317
Straw,Palm out S brushes up through horizontal C; repeat.,SEE,3318
Stray,Index fingers pointing downward, tips touching, right wanders off.,SEE,3319
Stream,Palm down S's ripple forward to left, up and down.,SEE,3320
Street,Flat hands pointing down with right slightly before left, hands sweep to left.,SEE,3321
Strength,Right B hand draws muscle on left arm; add H hand. (strong + -th),SEE,3322
Stress,Tip of right A on tip of vertical left index, right twists forward to palm in.,SEE,3323
Stretch,Palms in S hands pull apart.,SEE,3324
Strict,Side of bent V hits bridge of nose lightly,SEE,3325
String,Palm in I fingertip shakes from left S.,SEE,3326
Strip,G fingertips together, pull to sides and close thumb and finger.,SEE,3327
Stripe,Palm in 4 hand slides across chest to the right.,SEE,3328
Stroke,Palm down S strokes inward once on back of palm down left hand.,SEE,3329
Strong,Right B hand draws muscle on left arm.,SEE,3330
Structure,S hands build alternately upward on each other.,SEE,3331
Struggle,S's, palms facing, rock side to side.,SEE,3332
Study,Right fingers wiggle above left palm.,SEE,3333
Stubborn,Thumb touching temple, fingers flap forward together.,SEE,3334
Stump,Left vertical, palm down right S draws across arm near elbow.,SEE,3335
Stung,Index finger of right hand hits back of S sharply, then flips toward right shoulder. (Sting + p.t),SEE,3336
Stupid,Back of V hits forehead.,SEE,3337
Style,5 hand on torso, move upward on body fluttering fingres.,SEE,3338
Subject,Side of right S on left fingers of palm up flat hand, then on heel.,SEE,3339
Submarine,Thumb up horizontal palm left 3-hand glides under water.,SEE,3340
Subscribe,Palm up L hand moves back toward body, closing to A; repeat.,SEE,3341
Substitute,9 hands, right in front of left, circle each other vertically once.,SEE,3342
Subtle,Palm out S moves from over palm-down left hand to under it.,SEE,3343
Subtract,Fingertips of right C scratch left palm downwards to S.,SEE,3344
Such,S hands together, arc up and apart.,SEE,3345
Suck,Right palm down 5 hand moves to flat O near mouth.,SEE,3346
Sudden,Thumbs of both hands flip out from under index fingers.,SEE,3347
Suffer,Thumb of A on chin, twists several times.,SEE,3348
Sugar,Fingertips of palm in hand brush downward off chin; repeat.,SEE,3349
Suggest,Palm up hands arc up and forward.,SEE,3350
Suicide,Right index points inward, brushes in under left palm and touches chest.,SEE,3351
Sum,Right 5, palm-down, over left, palm up; move toward each other and meet as flat O's.,SEE,3352
Suit,Y hands face each other, thumbs on chest, then arc down to little fingertips touching body.,SEE,3353
Summer,Palm down X is dragged across forehead (wiping sweat),SEE,3354
Summon,Fingers of right hand on back of left hand, arcs back to A hand.,SEE,3355
Sun,Side of C by eye swings up to side.,SEE,3356
Sundae,Right extended A thumb swirls up from left C hand in narrowing spiral.,SEE,3357
Sunday,Palm out open 5's circle out to sides.,SEE,3358
Sung,Side of U form corner of mouth arcs forward and out; palms up twist to palms facing. (sing + p.t),SEE,3359
Sunrise,Palm down left hand points right; right O rises outside of left hand.,SEE,3360
Super,S circles over palm down left hand.,SEE,3361
Superintendent,C's at forehead left in front of right, separate and close to S's.,SEE,3362
Superman,Right S hand draws S on chest.,SEE,3363
Superstition,Right index touches temple, then both palm out S's shake downwards from sides of head.,SEE,3364
Supper,S circles forward near mouth.,SEE,3365
Source,Palm up S arcs once to right.,LAS,3366
Support,Support side of left S with top of right palm in S; push up.,SEE,3367
Suppose,Palm in I hand at temple moves out in two arcs.,SEE,3368
Suppress,Left horizontal S, palm in, right flat hand pushes S downward.,SEE,3369
Sure,Palm left index finger at chin arcs up and forward.,SEE,3370
Surface,Right bent middle finger brushes back and forth on back of flat palm down left hand.,SEE,3371
Surgery,Extended A thumb points inward in front of shoulder, wiggles out,SEE,3372
Surprise,Closed X hands, facing each other near eyes, snap open to L hands.,SEE,3373
Surrender,Palm down S hands open and swing up to 5 hands.,SEE,3374
Surround,Horizontal right 5 hand circles vertical left index.,SEE,3375
Suspect,Index scratches right temple.,SEE,3376
Suspend,Right X hooks on horizontal left index and both move upward.,SEE,3377
Suspenders,Finger and thumbtips of G's draw suspenders down trunk.,SEE,3378
Swallow,Side of right index of palm left hand arcs down throat.,SEE,3379
Sway,Right vertical hand, palm left, move back and forth at wrist.,SEE,3380
Sweat,Palm down 4 moves left over forehead, fluttering fingers.,SEE,3381
Sweater,S hands pull sweater down over head.,SEE,3382
Sweep,Side of right hand sweeps up from left palm twice.,SEE,3383
Sweet,Fingertips rub chin circularly.,SEE,3384
Swell,Claw hands near eyes move forward,SEE,3385
Swift,Horizontal S's, palms facing, slightly to the left with left ahead of right, arc quickly back towards body.,SEE,3386
Swim,Palms down, breast stroke forward.,SEE,3387
Swing,Right bent V sits on 2 fingers of left hand and swings forward and back.,SEE,3388
Swipe,Left vertical index, right S touches tip, arcs sharply toward body.,SEE,3389
Swollen,Claw hands near eyes move forward, add N hand. (swell + p.p),SEE,3390
Sword,Right A hand draws sword out of left horizontal C at side.,SEE,3391
Syllable,Right G hand brushes tip of left index several times.,SEE,3392
Sympathy,Right bent middle finger touches heaert, then bent middle fingers of both hands stroke outwards.,SEE,3393
Synagogue,Heel of S taps back of left hand; repeat.,SEE,3394
Syntax,Palm down S's touch, shake slightly separating sideways.,SEE,3395
Syrup,Palm in little finger of I hand brushes side of mouth; repeat.,SEE,3396
Table,Palm and elbow of bent right arm bounce on left bent arm.,SEE,3397
Tack,Right S hammers using wrist movement toward left thumbnail.,SEE,3398
Tackle,Right horizontal C forcefully grabs inverted left U.,SEE,3399
Taco,Right flat hand slips between thumb and fingers of taco shell shaped left (like filling a taco),SEE,3400
Tag,Flat right hand slaps left shoulder once.,SEE,3401
Tail,Right wrist rests on left index finger; wag hand with index extended.,SEE,3402
Take,5 hand draws back toward body closing to S hand.,SEE,3403
Tale,Both T's together, palm out, separate in a wiggling motion.,SEE,3404
Talent,Right hand clasps side of left T hand and slides off to A hand.,SEE,3405
Talk,Index fingers of both hands move alternately to and from lips.,SEE,3406
Tall,Right 1 index finger slides up vertical palm-right left hand.,SEE,3407
Tambourine,A strikes on left flat vertical palm and shakes away from it to the right.,SEE,3408
Tame,Right T hand strokes back of palm-down left hand.,SEE,3409
Tan,Side of T moves down on cheek.,SEE,3410
Tangerine,Right T moves from in back of left S to the front ending palm in.,SEE,3411
Tank,Palms facing T's, right behind left; right moves back, and both change to Ks'.,SEE,3412
Tape,Right palm down T hand pulls across back of left fingers.,SEE,3413
Tar,Right T circles on back of left palm down S hand,SEE,3414
Tarantula,Fingers of right 5, palm down, slowly climb left forearm.,SEE,3415
Target,Right T circles vertically then strikes center of left vertical palm right.,SEE,3416
Tart,Right T twists on chin.,SEE,3417
Task,Right palm down T arcs to left, hitting back of left wrist.,SEE,3418
Taste,Right middle finger touches lower lip.,SEE,3419
Tattle,Right S hand at side of mouth, index flicks out several times.,SEE,3420
Taught,Flat O's pointing to temple move forward slightly; right hand flips toward shoulder (teach + p.t),SEE,3421
Taxi,Right X moves back from behind left X.,SEE,3422
Tea,Circle 9 above left horizontal O as if swishing a tea bag.,SEE,3423
Teach,Flat O's pointing to temples move forward slightly; repeat.,SEE,3424
Team,Palm out T's separate and circle horizontally out to palm in.,SEE,3425
Tease,Horizontal X's, right on left,  right brushes quickly forward on left; repeat.,SEE,3426
Technical,Right bent middle finger taps side of palm in left hand.,SEE,3427
Technology,Fingertips of H twist near right temple several times.,SEE,3428
Teddy Bear,Palm in T's, arms crossed near shoulders; change to palm in claw hands and scratch chest slightly.,SEE,3429
Teen,T touches first at temple, then at cheek.,SEE,3430
Teeter Totter,Both palm down T's move up and down alternately.,SEE,3431
Teeth,Right X hand crosses right to left in front of teeth.,SEE,3432
Telegram,Palm down X moves quickly along left index finger and off.,SEE,3433
Telephone,Right Y hand, thumb near ear, little finger near mouth.,SEE,3434
Telescope,Right o behind left O at eye, twist to focus telescope.,SEE,3435
Television,Fingerspell T +V,SEE,3436
Tell,Palm down index of right hand under chin flips out to palm up.,SEE,3437
Temperature,Right T slides up and down side of palm out left index.,SEE,3438
Temple,Heel of T taps on back of S; repeat.,SEE,3439
Temporary,Side of right T slides back and forth a bit on side of left H hand.,SEE,3440
Tempt,Right X index taps elbow.,SEE,3441
Tend,Bent middle fingers, right on chest and left ahead, both arc forward.,SEE,3442
Tennis,Right A hand swings racket.,SEE,3443
Tent,Palms facing V fingertips touch; separate while moving down and out.,SEE,3444
Term,T on palm right left hand; circles and touches palm again.,SEE,3445
Termite,Right T hand fides forward on back of left wiggling fingers. ,SEE,3446
Terrible,T hands shake down toward body; palm down A's drop slightly (Terror + -ible),SEE,3447
Terrific (Unused Alt.),T's make small sideways circles; flat palm out hands push forward slightly.,SEE,3448
Terror,T's shake down toward body.,SEE,3449
Test,Indexes change repeatedly from 1 to X, moving downard.,SEE,3450
Texas,X moves down with a curve, palm out.,SEE,3451
Texture,Palm in T rubs on chest near shoulder.,SEE,3452
Than,Fingertips of right flat hand slaps down across left fingertips.,SEE,3453
Thank,Fingertips of right palm in open hand at chin drops to palm down.,SEE,3454
Thanksgiving,Fingertips of open hand at chin drops to S; palm up flat O's arc forward, right I swings from palm in to palm out. (Thank + -S + give +-ing),SEE,3455
That,Palm down I-L hand on left palm (index can point to object),SEE,3456
Their,Palm up hand at left of body sweeps right to palm out R hand.,SEE,3457
Them,Palm up hand at left body sweeps right to palm out M hand.,SEE,3458
Then,Right index moves off left thumb of L hand, then off tip of left index.,SEE,3459
Therapy,Left palm lifts right T hand.,SEE,3460
There,Right palm up hand arcs forward.,SEE,3461
Therefore,Closed index and thumb make 3 dots in the air in a triangle shape.,SEE,3462
Thermometer,Right index finger slides rapidly up and down side of left index finger.,SEE,3463
These,Palm down Y on palm of left hand; move Y across left fingers.,SEE,3464
They,Palm up hand at left of body; sweep right to palm out Y.,SEE,3465
Thief,Finger of H slide from corner of nose to the right.,SEE,3466
Thigh,Right T hand pats thigh.,SEE,3467
Thimble,Put thimble on left middle finger.,SEE,3468
Thin,Fingertips of palm in G hand move down near face and body.,SEE,3469
Thing,Palm up flat hand arcs slightly up and down to the right.,SEE,3470
Think,Index finger above brow on forehead (may circle slightly),SEE,3471
Third,Palm out 3 twists to palm in.,SEE,3472
Thirst,Draw index finger down throat.,SEE,3473
This,Right palm down Y drops on palm of left hand.,SEE,3474
Thong,Left palm down 5 hand, right bent V draws back on left middle finger.,SEE,3475
Thorn,Right hand pulls thorn out of vertical left index finger.,SEE,3476
Thorough,Right hand slides through fingers of left; returns in the opposite direction.,SEE,3477
Those,Palm down I-L hand on palm of left hand; moves across left fingers.,SEE,3478
Thread,I fingertip shakes down from left T.,SEE,3479
Thrill,Middle fingers on chest flick upward.,SEE,3480
Throat,Slide fingertips of palm in G hand down throat.,SEE,3481
Throb,Palm in A hand bounces from heart to left horizontal palm.,SEE,3482
Throne,Bent 3's hold arms of throne.,SEE,3483
Through,Open hand slides outward between fingers of left hand.,SEE,3484
Throw,S hand throws forward into 5 hand.,SEE,3485
Thrust,Palm in left vertical 5; horizontal right S thrusts forward through fingers. ,SEE,3486
Thumb,Right fingertip rubs left thumb.,SEE,3487
Thunder,Right index finger at ear, then both S's jerk forward and back alternately.,SEE,3488
Thursday,Sign Monday (SEE) with H,SEE,3489
Ticket,Bent V fingers slide onto side of palm in left hand. (punch ticket),SEE,3490
Tickle,Right index finger tickles near side.,SEE,3491
Tide,Palm down right T slides up onto back of left hand; slides back off.,SEE,3492
Tie,Horizontal U fingers circle around each other, then separate.,SEE,3493
Tiger,Both palm in claw hands, near cheeks, move outwards (drawing whiskers); repeat.,SEE,3494
Tight,Right claw on left horizontal S; twist slightly right, as if to tighten cap.,SEE,3495
Tile,Palm down T moves to right on back of flat left hand.,SEE,3496
Till,Index of right palm in L arcs over to touch index of palm in left L. ,SEE,3497
Timber,Arm of right T, elbow resting on back of left hand, shakes.,SEE,3498
Time,Right index X finger taps left wrist.,SEE,3499
Timid,Side of palm in T on cheek twist slightly forward.,SEE,3500
Tiny,Palm down right pinky bounces just above palm up left pinky.,SEE,3501
Tip,Right index taps tip of left T thumb.,SEE,3502
Tiptoe,Tiptoe with indexes pointing downwards.,SEE,3503
Tire/Tyre,Both palm down T's near chest arc down to palm up.,SEE,3504
Tired,Palm down T's near chest arc down to palm up; right flat hand flips toward shoulder (tire + p.t),SEE,3505
Tissue,Heel of right T hand strikes across left heel; repeat.,SEE,3506
Title,Sign Name (SEE) with T.,SEE,3507
To,Horizontal index finger approaches and touches left vertical index finger.,SEE,3508
Toad,S at left elbow flicks out to V when jumping; land with S; flick to V again, while moving down left arm.,SEE,3509
Toast,Right V stabs on left palm and then on back of hand.,SEE,3510
Tobacco,Fingertips of flat M twist back and forth on cheek.,SEE,3511
Toboggan,Palm up T rides forward on left palm.,SEE,3512
Today,Touch right index to left index, then arc to rest on bent left arm. (to + day),SEE,3513
Toe,Right T hand passes around fingertips of flat hand.,SEE,3514
Together,Palms facing T hands touching, circle together once.,SEE,3515
Toil,T bounces back and forth on left S.,SEE,3516
Toilet,Palm out T shakes.,SEE,3517
Told,Right palm in index under chin, flips out to palm up; flat hand flips toward shoulder (tell + p.t),SEE,3518
Tolerate,Side of T draws downward over chin.,SEE,3519
Tomato,1 finger from chin strikes past fingertips of left horizontal flat O.,SEE,3520
Tomb,Palm downs T's arc back toward body.,SEE,3521
Tomorrow,Thumb of A hand on cheek, moves forward and twists to point forward.,SEE,3522
Ton,Side of T rocks on index of H hand.,SEE,3523
Tone,Side of right T hits vertical left palm, shakes to right.,SEE,3524
Tongs,Palm down right V clips onto vertical left index.,SEE,3525
Tongue,Index points to tongue.,SEE,3526
Tonight,Touch right index to left index, drop right bent hand over edge of left hand (to + night),SEE,3527
Tonsil,Index finger touches each side of neck.,SEE,3528
Tonsillectomy,Palm in V at side of neck moves forward to bent V; repeat at other side.,SEE,3529
Too,O appreaches and touches left index.,SEE,3530
Took,5 hand draws back to body, closing to S hand; flat hand flips back towards shoulder (take + p.t),SEE,3531
Tool,Palm up T hand arcs right.,SEE,3532
Tooth,Index points to a tooth.,SEE,3533
Toothbrush,Right index brushes back and forth in slight up and down wiggle at mouth.,SEE,3534
Top,Right flat hand taps the tops of left palm right fingers.,SEE,3535
Topic,Side of T hand touches left palm up fingers then heel.,SEE,3536
Torch,Right O above left horizontal S, opens to 5, rises with fingers fluttering.,SEE,3537
Tornado,T's facing each other, rotate around each other, rising to the right.,SEE,3538
Tortilla,Right hand on left, then left hand on right (pressing a tortilla),SEE,3539
Tortoise,Hands point forward, right on left, move forward, wiggling thumbs.,SEE,3540
Torture,Horizontal T's, right hits forward and off left, then left off right.,SEE,3541
Toss,Palm up T-thumbs snap out while hands move to sides.,SEE,3542
Total,Palm down T, over left palm, circles and inverts to palm up T on palm.,SEE,3543
Total Communication (TC),Palms facing, right T and left C move alternately forward and back.,SEE,3544
Tour,Palm down bent V makes small circles while moving left.,SEE,3545
Tournament,Bent V's palms facing, move up and down alternately.,SEE,3546
Tow,Right X pulls left X toward right.,SEE,3547
Toward,Touch right index to left index; palm out W moves forward (to + - ward),SEE,3548
Towel,Open hands circle near cheeks; repeat.,SEE,3549
Tower,Palm out T's swing in and then up.,SEE,3550
Town,Fingertips tap several times while moving from left to right (indicating roof tops).,SEE,3551
Trace,Palm down T draws wavy line on left palm, toward body.,SEE,3552
Track,Palm down Bent V moves forward.,SEE,3553
Tractor,Both T's steer large wheel.,SEE,3554
Trade,T hands, right in front of left, circle each other vertically once.,SEE,3555
Traffic,Palms facing 5's brush each other, moving rapidly forward and back.,SEE,3556
Tragic,T's arc down from corners of mouth, outlining a sad mouth.,SEE,3557
Trail,Palm down T weaves towards body.,SEE,3558
Trailer,Palm down T weaves towards body; add R hand (trail + -er),SEE,3559
Train,Palm down H hands, right fingers rub on back of left fingers.,SEE,3560
Traitor,Left T, right index pointing forward, slides around T to point left.,SEE,3561
Trample,Palm down hands walk forward with squashing movements.,SEE,3562
Trampoline,Right inverted V stands on left palm, jumps up and down as left moves slightly up and down.,SEE,3563
Tranquil,Palms facing T hands near chin separate down and sideways.,SEE,3564
Transform,T hands face each other, right above left; reverse.,SEE,3565
Transport,Palm up T's at left arc toward right.,SEE,3566
Trap,Bent V fingers drop to trap left index.,SEE,3567
Trapeze,Fingertips of inverted V stand on left index; swing both hands.,SEE,3568
Travel,Index fingers circle each other; moving out, around, and slightly upward. ,SEE,3569
Tray,T's draw shape of tray horizontally.,SEE,3570
Treasure,Palm up T on left palm rises to palm down T over palm.,SEE,3571
Tree,Right 5 hand with elbow on back of left hand, shakes.,SEE,3572
Triangle,Indexes draw a triangle.,SEE,3573
Tribe,Palm out T's separate, circle to palm in B's touching,SEE,3574
Tribute,Palm up T's arc and forward,SEE,3575
Triceratops,Thumb of 3 hand on right side of forehead, moves to left side of forehead, then to nose.,SEE,3576
Trick,Right index on nose quickly twists sideways under left 1 hand, both palms ending inward.,SEE,3577
Tricycle,T hands circle up and out alternately.,SEE,3578
Tried,T hands, palms facing, move forward; right flat hand flips toward shoulder (Try + p.t),SEE,3579
Trike,Palm out T's circle alternately forward, ending in K's.,SEE,3580
Trillion,Palm down T arcs forward from left heel to hit fingertips.,SEE,3581
Trim,V fingers scissor across tip of left T.,SEE,3582
Trip,Middle fingertip trips over left index.,SEE,3583
Triple,Middle finger of 4 brushes up left palm.,SEE,3584
Triumph,Right T spirals up off left S hand.,SEE,3585
Trombone,Thumbs of both A hands, palms facing, at lips; right moves out and back several times.,SEE,3586
Troop,Palm out T's, right slightly behind left, move forward in small downward arcs.,SEE,3587
Trophy,Tips of palm in Y hands touch.,SEE,3588
Trot,Palm down bent V hands alternately arc forward,SEE,3589
Trouble,Palms facing hands circle alternately in front of face.,SEE,3590
Truck,Palms facing T's, right behind left; move right hand back.,SEE,3591
Trumpet,Right fingers play outside left T at lips.,SEE,3592
Trunk,T's, palms facing, draw down on chest.,SEE,3593
Trust,5 hands near shoulder, one above the other, pull out and close to S's.,SEE,3594
Tub,Palms up T's swing upward to palms facing,SEE,3595
Tuba,Right T against left T at lips; right moves out and rises to 5 hand.,SEE,3596
Tube,Right G fingers on left G fingers; right hand moves out.,SEE,3597
Tuesday,Palm out T circles.,SEE,3598
Tug,T's tug diagonally inward; repeat.,SEE,3599
Tulip,T touches each side of nose.,SEE,3600
Tumble,Inverted V fingertips on left palm roll forward off palm.,SEE,3601
Tumor,Right palm up flat O rises into left horizontal C and opens slightly (place near site of tumor),SEE,3602
Tuna,Palm left T hand swims forward.,SEE,3603
Tunnel,Right index spirals through left palm down C hand.,SEE,3604
Turkey,Right G hand, pointing down at chin, shakes down.,SEE,3605
Turn,Horizontal right hand curves around left vertical index.,SEE,3606
Turnip,Index finger slices side of T; repeat. ,SEE,3607
Turquoise,Right palm left T, pointing forward, shakes slightly.,SEE,3608
Turtle,Left hand covers right palm left A; wiglge right thumb.,SEE,3609
Tutor,T hands at temples move slightly forward; repat.,SEE,3610
Twice,Middle finger of 2 touches left palm, twist up to palm in.,SEE,3611
Twig,Left palm out 5; palm out right T touches thumbtip and arcs off to right.,SEE,3612
Twine,Right T hand touches side of left palm out T, shakes off to right.,SEE,3613
Twirl,Upside down T twirls,SEE,3614
Twist,Right palm down V above left up V; reverse postion.,SEE,3615
Tylenol,Right T circles on edge of left palm up flat hand.,SEE,3616
Type,Right T on left T; then circle vertically around each other.,SEE,3617
Typewriter,Relaxed palm down 5's, fingers wiggle (in typing motion),SEE,3618
Tyrannosaurs Rex,T on left shoulder, then R on right side of waist.,SEE,3619
Ugly,Palm down index fingers cross near nose; pull to X's at sides of face.,SEE,3620
Umbrella,Horizontal S's, right above left, right moves up once from left S.,SEE,3621
Umpire,U hands move up and down alternately.,SEE,3622
Uncle,U shakes near temple.,SEE,3623
Underneath,Horizontal A hand slides under left palm; then N hand circles under palm (under + -neath),SEE,3624
Understand,Closed X at temple snaps open to 1, repeat.,SEE,3625
Uniform,Palm out U's move down body.,SEE,3626
Union,Side of U hands touching; circle horizontally together,SEE,3627
Unit,Horizontal right H touches fingerstips, then palm, of palm up left hand.,SEE,3628
Unite,U's at sides of body, arc down and towards each other, then touch.,SEE,3629
United States,U hand circles, S hand circles.,SEE,3630
Universe,Right H on left H, circle right H forward around left hand and rest on top.,SEE,3631
Unless,Right U, palm down under left flat palm, drops slightly.,SEE,3632
Until,Right palm in U arcs over to touch tip of palm in left L,SEE,3633
Up,Palm out U moves up,SEE,3634
Upon,U moves up, right palm touches back of left hand. (up + on),SEE,3635
Us,Right U hand at right side of chest circles to left side.,SEE,3636
